,precision,recall,f1-score,f2-score,ap-score,support
Continuous urban fabric,0.643793369313801,0.3161681181370693,0.42407313357034027,0.35199392968552395,0.485635068174303,2641.0
Discontinuous urban fabric,0.8289990446874005,0.496314184036604,0.6209007433318757,0.5396255095695432,0.74051891716236,15736.0
Industrial or commercial units,0.7255139056831923,0.21367521367521367,0.33012379642365886,0.2487768471680902,0.4297332528156775,2808.0
Road and rail networks and associated land,0.2647058823529412,0.03529411764705882,0.06228373702422145,0.04269449715370019,0.0759114032181192,510.0
Port areas,0.6842105263157895,0.1625,0.26262626262626265,0.19174041297935104,0.39476502043334727,80.0
Airports,0.0,0.0,0.0,0.0,0.021927137290825724,137.0
Mineral extraction sites,0.3611111111111111,0.027196652719665274,0.05058365758754864,0.033367556468172486,0.06324176551636496,478.0
Dump sites,0.0,0.0,0.0,0.0,0.016053175438077605,83.0
Construction sites,0.0,0.0,0.0,0.0,0.00826511920221293,159.0
Green urban areas,0.3389830508474576,0.06896551724137931,0.1146131805157593,0.08203445447087777,0.19404325098928912,290.0
Sport and leisure facilities,0.0,0.0,0.0,0.0,0.07145293691951014,604.0
Non-irrigated arable land,0.7858136300417247,0.7568822702002724,0.7710766641267386,0.762496851045453,0.8540599684379728,44789.0
Permanently irrigated land,0.48,0.050878255602665054,0.09200438116100768,0.061956040713969616,0.250456929376331,3302.0
Rice fields,0.25,0.006144393241167435,0.01199400299850075,0.0076335877862595426,0.11631366768079411,651.0
Vineyards,1.0,0.00044444444444444447,0.0008884940026654821,0.0005554938340184423,0.11376807642232678,2250.0
Fruit trees and berry plantations,0.33992094861660077,0.1225071225071225,0.1801047120418848,0.14047696831100948,0.1376959048027242,702.0
Olive groves,0.4174757281553398,0.014061478090255068,0.027206580196140463,0.017430077016619375,0.1949421290507532,3058.0
Pastures,0.7723688295560385,0.5146462556888705,0.6177032898820608,0.5514474442523385,0.7465875751295395,24170.0
Annual crops associated with permanent crops,0.4444444444444444,0.15358166189111747,0.2282793867120954,0.1767110642226032,0.2500604540053591,1745.0
Complex cultivation patterns,0.665320159397347,0.47538809579530383,0.554541938712833,0.5041738713173549,0.6362576934793059,25638.0
"Land principally occupied by agriculture, with significant areas of natural vegetation",0.6724008975317876,0.4207225758143018,0.5175888076458058,0.45476619250925726,0.634469362238872,32052.0
Agro-forestry areas,0.6902200096354585,0.5919294862966533,0.6373072360616844,0.6092824133140541,0.706666850477941,7261.0
Broad-leaved forest,0.7200743344241102,0.5222384998535013,0.6054039366200772,0.552603349599747,0.7220309895158976,34130.0
Coniferous forest,0.8071000162100826,0.7556915916219772,0.7805502573615865,0.7654426007727706,0.8602951562037282,39532.0
Mixed forest,0.757409219804763,0.7078164208156469,0.7317735483088859,0.7172085374953069,0.7985411162665315,42641.0
Natural grassland,0.6196660482374768,0.12485981308411215,0.20784069695084006,0.1485897321825785,0.3081399048409033,2675.0
Moors and heathland,0.548,0.11629881154499151,0.1918767507002801,0.1380491737202741,0.19902577407661298,1178.0
Sclerophyllous vegetation,0.54201244813278,0.38804307463795024,0.45228305561566756,0.4114173228346456,0.4654813793070708,2693.0
Transitional woodland/shrub,0.6488152358455747,0.48546021927038746,0.5553747729247295,0.5112017122451116,0.6439433302250624,36211.0
"Beaches, dunes, sands",0.5929203539823009,0.3031674208144796,0.4011976047904191,0.3360080240722166,0.43021882736083567,221.0
Bare rock,0.5603448275862069,0.1463963963963964,0.23214285714285718,0.17177589852008457,0.2922218172192807,444.0
Sparsely vegetated areas,0.3157894736842105,0.03636363636363636,0.06521739130434781,0.044182621502209134,0.090052358828653,165.0
Burnt areas,0.0,0.0,0.0,0.0,0.005554466060849619,36.0
Inland marshes,1.0,0.0014792899408284023,0.002954209748892171,0.0018484288354898336,0.08951334037318816,1352.0
Peatbogs,0.6897590361445783,0.3417060432728177,0.45700981207384006,0.38006196061075465,0.4998326153200112,4021.0
Salt marshes,0.9210526315789473,0.13513513513513514,0.23569023569023573,0.16294227188081936,0.31029578577946876,259.0
Salines,0.0,0.0,0.0,0.0,0.24022961863798478,105.0
Intertidal flats,0.38,0.11377245508982035,0.17511520737327188,0.1323119777158774,0.18188178607789526,167.0
Water courses,0.6316666666666667,0.326442721791559,0.4304372515616127,0.3613653699466057,0.47335973045525537,2322.0
Water bodies,0.8015583554376657,0.6926934097421203,0.7431601598524439,0.7120346371347785,0.8171629638041943,13960.0
Coastal lagoons,0.7777777777777778,0.040345821325648415,0.07671232876712328,0.049786628733997154,0.2477689015771089,347.0
Estuaries,0.6666666666666666,0.00796812749003984,0.015748031496062992,0.009930486593843098,0.19706449456106218,251.0
Sea and ocean,0.9473653967706718,0.9448679007392974,0.9461150005738551,0.9453663459443342,0.9788718152725253,17449.0
micro avg,0.7523281107825296,0.5731418374613799,0.6506231489578834,0.6018090979189744,0.7494760586069933,369303.0
macro avg,0.5417037215497886,0.24693131702231416,0.29791867705763053,0.2634718672595266,0.37196074023316567,369303.0
weighted avg,0.7352678641821372,0.5731418374613799,0.6299179528878693,0.5935578116982576,0.7183113489719112,369303.0
samples avg,0.7677291817526274,0.6410327378903088,0.667940887681326,0.6462213900371591,0.817152062392824,369303.0
