,precision,recall,f1-score,f2-score,ap-score,support
Continuous urban fabric,0.714765100671141,0.24195380537675124,0.36152758132956153,0.2788444754756502,0.5144976641912147,2641.0
Discontinuous urban fabric,0.8105080948986865,0.5058464667005592,0.6229213131431701,0.5469662612519756,0.7349120525311152,15736.0
Industrial or commercial units,0.671562082777036,0.17913105413105412,0.2828226033174023,0.20991569985810868,0.3845743073200162,2808.0
Road and rail networks and associated land,0.36,0.01764705882352941,0.03364485981308411,0.021791767554479417,0.0768497131624625,510.0
Port areas,0.875,0.0875,0.15909090909090906,0.10670731707317073,0.36974207489483074,80.0
Airports,0.0,0.0,0.0,0.0,0.024480879205842992,137.0
Mineral extraction sites,0.0,0.0,0.0,0.0,0.06035616929322858,478.0
Dump sites,0.0,0.0,0.0,0.0,0.020532105867426643,83.0
Construction sites,0.0,0.0,0.0,0.0,0.013601073017409988,159.0
Green urban areas,0.4,0.04827586206896552,0.08615384615384616,0.05857740585774058,0.22802264572411013,290.0
Sport and leisure facilities,0.0,0.0,0.0,0.0,0.05767207192671996,604.0
Non-irrigated arable land,0.8098577923962464,0.7476389292013664,0.7775056015417301,0.7593059536334942,0.87041295554265,44789.0
Permanently irrigated land,0.7014925373134329,0.028467595396729255,0.05471478463329453,0.03522710238345076,0.28159585673384957,3302.0
Rice fields,1.0,0.0015360983102918587,0.003067484662576687,0.0019193857965451055,0.11517786791878055,651.0
Vineyards,0.0,0.0,0.0,0.0,0.12145302286990516,2250.0
Fruit trees and berry plantations,0.5,0.08831908831908832,0.15012106537530265,0.10572987721691678,0.17109809627193545,702.0
Olive groves,0.6333333333333333,0.018639633747547416,0.03621346886912325,0.023129362116539518,0.27147925463855405,3058.0
Pastures,0.7919554455445544,0.5294993793959454,0.6346640218199852,0.5670861396667849,0.7661539288049772,24170.0
Annual crops associated with permanent crops,0.6680327868852459,0.09340974212034384,0.16390145801910508,0.11281838316722038,0.2859325022583592,1745.0
Complex cultivation patterns,0.6891662901039313,0.47589515562836415,0.5630104748281113,0.5072927754124534,0.6610455518522257,25638.0
"Land principally occupied by agriculture, with significant areas of natural vegetation",0.6885101381134293,0.4385997753650318,0.5358490566037735,0.4729320576480561,0.6533755336108173,32052.0
Agro-forestry areas,0.7168262653898769,0.5773309461506679,0.6395606072164163,0.6007107646451908,0.7277200471597918,7261.0
Broad-leaved forest,0.7431002116867037,0.5451215939056548,0.6288978653641388,0.5758029673737444,0.748199998238497,34130.0
Coniferous forest,0.8209280767762691,0.761661438834362,0.7901850150898831,0.7728201390100919,0.8747642090140249,39532.0
Mixed forest,0.7637028905964142,0.7342229309819188,0.7486728203166101,0.7399354317235382,0.8169539911049417,42641.0
Natural grassland,0.7395833333333334,0.10616822429906542,0.18568159529257927,0.128112594731144,0.3278106271056909,2675.0
Moors and heathland,0.7051282051282052,0.0933786078098472,0.16491754122938532,0.11298274445357437,0.2446341554180905,1178.0
Sclerophyllous vegetation,0.6302521008403361,0.2784998143334571,0.3862992531547772,0.3134927269687343,0.48841209684346865,2693.0
Transitional woodland/shrub,0.6521179585233122,0.4897683024495319,0.5594019587742678,0.5154324575680074,0.6571411056653882,36211.0
"Beaches, dunes, sands",0.6867469879518072,0.2579185520361991,0.375,0.2947259565667012,0.3941155717018514,221.0
Bare rock,0.48633879781420764,0.20045045045045046,0.2838915470494418,0.22715671260847373,0.29773489197493674,444.0
Sparsely vegetated areas,0.3953488372093023,0.10303030303030303,0.16346153846153846,0.12091038406827881,0.183924383199084,165.0
Burnt areas,0.0,0.0,0.0,0.0,0.007294248361581421,36.0
Inland marshes,0.8333333333333334,0.0073964497041420114,0.01466275659824047,0.00922509225092251,0.10556611680437744,1352.0
Peatbogs,0.7518472906403941,0.3036558070131808,0.4325952170062002,0.3447594307657556,0.5194664929976422,4021.0
Salt marshes,0.875,0.10810810810810811,0.19243986254295534,0.1310861423220974,0.30602012323838607,259.0
Salines,0.0,0.0,0.0,0.0,0.3046282782833911,105.0
Intertidal flats,1.0,0.041916167664670656,0.08045977011494253,0.05185185185185186,0.22002551907982232,167.0
Water courses,0.7880184331797235,0.22093023255813954,0.3451059535822402,0.258074252942952,0.46343084786722216,2322.0
Water bodies,0.8258697429375965,0.6512893982808023,0.7282630461772598,0.680040090352885,0.8248224101803775,13960.0
Coastal lagoons,0.680672268907563,0.2334293948126801,0.34763948497854075,0.26874585268745854,0.4538341218986408,347.0
Estuaries,1.0,0.027888446215139442,0.05426356589147287,0.03461918892185954,0.25701559312439637,251.0
Sea and ocean,0.9571495381737402,0.9383345750472807,0.9476486760237304,0.942038157925019,0.9856143651897913,17449.0
micro avg,0.7701147343869967,0.5757900694010067,0.6589238928510006,0.6063925289506584,0.7661483279093957,369303.0
macro avg,0.5899104156850966,0.23681068344816672,0.2914943396294325,0.25420388148490386,0.39283940749041457,369303.0
weighted avg,0.7519518205004947,0.5757900694010067,0.6363818651066916,0.5975278830544438,0.7351203734331281,369303.0
samples avg,0.7768571148606265,0.6437075086656785,0.6744561847349733,0.6507541705237676,0.8259424963173192,369303.0
