,precision,recall,f1-score,f2-score,ap-score,support
Continuous urban fabric,0.6460176991150443,0.2764104505868989,0.3871652081675948,0.31212587651787244,0.48894413470242726,2641.0
Discontinuous urban fabric,0.7934011997818579,0.5547153024911032,0.6529284164859003,0.5902280042192953,0.7487253189753051,15736.0
Industrial or commercial units,0.6901669758812616,0.13247863247863248,0.22228861667164626,0.15801546172797554,0.3903906927836239,2808.0
Road and rail networks and associated land,0.30434782608695654,0.013725490196078431,0.02626641651031895,0.016965584100824042,0.08137094954271121,510.0
Port areas,0.6666666666666666,0.275,0.3893805309734514,0.311614730878187,0.3965369848400523,80.0
Airports,0.0,0.0,0.0,0.0,0.026010197631315554,137.0
Mineral extraction sites,0.6666666666666666,0.03347280334728033,0.06374501992031872,0.04132231404958677,0.08182012924112114,478.0
Dump sites,0.0,0.0,0.0,0.0,0.03231491556436418,83.0
Construction sites,0.0,0.0,0.0,0.0,0.011079970804103435,159.0
Green urban areas,0.4166666666666667,0.06896551724137931,0.1183431952662722,0.08278145695364239,0.2289194320079742,290.0
Sport and leisure facilities,0.16666666666666666,0.004966887417218543,0.00964630225080386,0.006162695152013147,0.058197979305430726,604.0
Non-irrigated arable land,0.8180858636687204,0.7441112773225569,0.7793471143952858,0.7578162304736352,0.876342174060992,44789.0
Permanently irrigated land,0.5172413793103449,0.09539672925499697,0.16108412170800307,0.11399001230368386,0.305140916080938,3302.0
Rice fields,0.3353658536585366,0.08448540706605223,0.13496932515337423,0.09934971098265898,0.13979255980435965,651.0
Vineyards,0.358695652173913,0.014666666666666666,0.028181041844577284,0.01814782226132864,0.1344649349789297,2250.0
Fruit trees and berry plantations,0.3848314606741573,0.19515669515669515,0.2589792060491493,0.21649810366624522,0.184427392846785,702.0
Olive groves,0.5067567567567568,0.0735775016350556,0.12849800114220444,0.08875039444619755,0.274197529367299,3058.0
Pastures,0.7844198634972935,0.5515928837401738,0.6477189914006706,0.5864034624722896,0.7715511502261123,24170.0
Annual crops associated with permanent crops,0.6129032258064516,0.11977077363896849,0.20038350910834132,0.14274006283294632,0.2925040880243406,1745.0
Complex cultivation patterns,0.6840637046053967,0.5260550744987909,0.594743572782996,0.5515343344129289,0.6752478054123479,25638.0
"Land principally occupied by agriculture, with significant areas of natural vegetation",0.6790619331433013,0.49054661175589664,0.5696119986957939,0.5193839933404685,0.6676325134071512,32052.0
Agro-forestry areas,0.7166947723440135,0.5853188266079052,0.6443787430824046,0.6075942128438269,0.7300089706197775,7261.0
Broad-leaved forest,0.7277066063803065,0.5941693524758277,0.6541929448199106,0.6168066817935725,0.756369875393345,34130.0
Coniferous forest,0.8278274175478865,0.7663664879085298,0.7959122016577125,0.777917576068815,0.8795437943278385,39532.0
Mixed forest,0.7590010652148184,0.7519523463333412,0.7554602643545462,0.7533515969719325,0.8181220254694668,42641.0
Natural grassland,0.49746707193515705,0.1835514018691589,0.2681594756963408,0.2100624625652434,0.3023686946275861,2675.0
Moors and heathland,0.648068669527897,0.12818336162988114,0.21403260099220411,0.15267947421638017,0.24566160088105704,1178.0
Sclerophyllous vegetation,0.5578093306288032,0.4084663943557371,0.4715969989281886,0.4315756434400502,0.4909025167437795,2693.0
Transitional woodland/shrub,0.6239622583708605,0.5624810140565022,0.5916286635489587,0.5737885028199249,0.6562387917042156,36211.0
"Beaches, dunes, sands",0.4716981132075472,0.11312217194570136,0.1824817518248175,0.13340448239060834,0.2700572020888623,221.0
Bare rock,0.390625,0.22522522522522523,0.2857142857142857,0.24606299212598426,0.2640572254808651,444.0
Sparsely vegetated areas,0.2978723404255319,0.08484848484848485,0.1320754716981132,0.099009900990099,0.14698271390746026,165.0
Burnt areas,0.0,0.0,0.0,0.0,0.004486660866541568,36.0
Inland marshes,0.47368421052631576,0.019970414201183433,0.0383250532292406,0.024702653247941447,0.09539199229525872,1352.0
Peatbogs,0.7019568489713999,0.34792340213877143,0.4652477552377785,0.3869558001880843,0.5248606476151514,4021.0
Salt marshes,0.46601941747572817,0.18532818532818532,0.26519337016574585,0.21071115013169445,0.2390496994447622,259.0
Salines,0.3442622950819672,0.2,0.2530120481927711,0.2182952182952183,0.23978993990272177,105.0
Intertidal flats,0.5238095238095238,0.0658682634730539,0.1170212765957447,0.07982583454281567,0.18975656751807024,167.0
Water courses,0.6654049962149886,0.3785529715762274,0.4825693110074115,0.4142709020642851,0.5150530408045,2322.0
Water bodies,0.8304118447923757,0.6990687679083094,0.7591008089607965,0.7219049591667652,0.8484436540124086,13960.0
Coastal lagoons,0.5337837837837838,0.2276657060518732,0.3191919191919192,0.2571614583333333,0.33387925390070006,347.0
Estuaries,0.3559322033898305,0.08366533864541832,0.13548387096774192,0.09877704609595485,0.18638588693544536,251.0
Sea and ocean,0.9455962939946896,0.9592526792366325,0.952375533428165,0.9564899367978331,0.9856703465384424,17449.0
micro avg,0.7559080793615577,0.6088848452354841,0.6744773739946038,0.6335289735761707,0.7712157387805625,369303.0
macro avg,0.5207353517313973,0.2750250116351255,0.32921941715863956,0.2926785752530731,0.3857835551322312,369303.0
weighted avg,0.7383419350027001,0.6088848452354841,0.6573581968065805,0.6265693447085121,0.7413872207853398,369303.0
samples avg,0.774583636944203,0.6715986975566609,0.6916950409851591,0.6744369529056016,0.8296522602907108,369303.0
